# PJM summer 5CP peaks: RTO 5 coincident peak hours + zonal unrestricted MW
# Source: annual "Summer YYYY Peaks and 5CPs" PDF, PJM Planning > Resource
#   Adequacy > Load Forecast, e.g.
#   https://www.pjm.com/-/media/DotCom/planning/res-adeq/load-forecast/summer-2024-peaks-and-5cps.pdf
# Summers 2018-2020 were removed from pjm.com; source_url points to the
#   Wayback Machine archive of the original posting.
#
# MAINTENANCE: To add a new summer (~mid-October posting):
# 1. Download the PDF; record URL in source_url and the posting date in source_as_of.
# 2. Transcribe the 5 RTO peak rows (date, hour-ending EPT, RTO unrestricted MW)
#    with zone=RTO, ranks 1-5 by descending MW.
# 3. Transcribe the "Coincident Peaks, By Zone" table: one row per zone per rank,
#    normalizing labels to canonical zones (AE->AECO, DAYTON->DAY, DLCo->DUQ,
#    PENLC->PENELEC, PPL-EU->PPL, PS->PSEG; see data/pjm/README.md crosswalk).
#    Sub-zone rows (EASTON, SMECO, Vineland) and OVEC are excluded.
# 4. Run: just validate. 5. Commit. 6. just upload.
#
# MAINTENANCE: November revisions — PJM reposts the PDF with restated load-drop
# add-backs ("Revised MM/DD/YYYY"). Timestamps rarely change; MW values do.
# Update mw_unrestricted in place, bump source_as_of, note "Nov revision" in
# notes. Git history is the revision trail. Re-run validate + upload.
summer_year,rank,peak_date,hour_ending_ept,zone,mw_unrestricted,source_url,source_as_of,notes
2018,2,2018-09-04,17,UGI,181.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,RTO,148168.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,AECO,2012.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,AEP,22249.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,APS,8291.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,ATSI,12607.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,BGE,6101.1,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,COMED,21349.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,DAY,3298.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,DEOK,5143.1,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,DOM,18049.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,DPL,3446.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,DUQ,2715.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,EKPC,1897.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,JCPL,5344.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,METED,2787.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,PECO,7731.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,PENELEC,2821.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,PEPCO,5930.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,PPL,6672.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,PSEG,9141.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,RECO,390.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,3,2018-06-18,17,UGI,186.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,RTO,147621.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,AECO,2344.1,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,AEP,21374.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,APS,8552.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,ATSI,12791.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,BGE,6359.5,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,COMED,19232.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,DAY,2995.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,DEOK,4702.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,DOM,18449.5,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,DPL,3703.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,DUQ,2757.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,EKPC,1788.5,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,JCPL,5545.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,METED,2938.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,PECO,8128.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,PENELEC,2940.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,PEPCO,5952.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,PPL,7010.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,PSEG,9473.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,RECO,380.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,4,2018-09-05,17,UGI,201.1,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,RTO,145508.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,AECO,2290.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,AEP,21815.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,APS,8275.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,ATSI,12378.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,BGE,6006.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,COMED,20374.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,DAY,3222.0,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,DEOK,4999.5,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,DOM,18041.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,DPL,3626.8,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,DUQ,2670.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,EKPC,1880.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,JCPL,5179.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,METED,2782.6,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,PECO,7641.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,PENELEC,2800.5,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,PEPCO,5722.3,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,PPL,6595.9,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,PSEG,8681.2,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,RECO,339.4,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2018,5,2018-08-27,17,UGI,184.7,https://web.archive.org/web/20210625122746/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/20181017-summer-2018-peaks-and-5cps.ashx,2018-11-29,Revised 11/29/2018
2019,1,2019-07-19,18,RTO,151294.7,https://web.archive.org/web/20210625131044/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/summer-2019-peaks-and-5cps.ashx,2019-12-23,Revised 12/23/2019 for AEP and ATSI BtM generation
2019,1,2019-07-19,18,AECO,2526.5,https://web.archive.org/web/20210625131044/https://www.pjm.com/-/media/planning/res-adeq/load-forecast/summer-2019-peaks-and-5cps.ashx,2019-12-23,Revised 12/23/2019 for AEP and ATSI BtM generation
